subentry,X4file,target,reaction,measure,description,ENmin,ENmax,rows,uncertainties,authors,year,reference
"A0289002","A0289.x4","C-13","D,A","DA","Partial differential cross section d/dA for 13C(d,alpha)11B","0.18030000000000002","0.3502","29"," ","A.A.Naqvi,M.M.Nagadi,S.Kidwai,M.A.Al-Ohali,F.Z.Khiari","1998","Australian Journal of Physics 51,903 (1998)"
"A0289003","A0289.x4","C-13","D,A","DA","Partial differential cross section d/dA for 13C(d,alpha)11B","0.18","0.35000000000000003","190"," ","A.A.Naqvi,M.M.Nagadi,S.Kidwai,M.A.Al-Ohali,F.Z.Khiari","1998","Australian Journal of Physics 51,903 (1998)"
"A0289004","A0289.x4","C-13","D,A","CS","Partial cross section for 13C(d,alpha)11B","0.18","0.35000000000000003","15"," ","A.A.Naqvi,M.M.Nagadi,S.Kidwai,M.A.Al-Ohali,F.Z.Khiari","1998","Australian Journal of Physics 51,903 (1998)"
"A0290002","A0290.x4","C-13","D,P","DA","Differential c/s with respect to angle for 13C(d,p)14C","0.2","0.35000000000000003","78"," ","M.M.Nagadi,A.A.Naqvi,S.Kidwai,M.A.Al-Ohali,F.Z.Khiari","1998","Australian Journal of Physics 51,913 (1998)"
"A0290003","A0290.x4","C-13","D,P","DA","Differential c/s with respect to angle for 13C(d,p)14C","0.2","0.35000000000000003","98"," ","M.M.Nagadi,A.A.Naqvi,S.Kidwai,M.A.Al-Ohali,F.Z.Khiari","1998","Australian Journal of Physics 51,913 (1998)"
"A0290004","A0290.x4","C-13","D,P","CS","Cross section for 13C(d,p)14C","0.2","0.35000000000000003","8"," ","M.M.Nagadi,A.A.Naqvi,S.Kidwai,M.A.Al-Ohali,F.Z.Khiari","1998","Australian Journal of Physics 51,913 (1998)"
"A1450007","A1450.x4","C-13","D,P","DA","Differential c/s with respect to angle for 13C(d,p)14C","12.0","12.0","30"," ","J.P.Schiffer,G.C.Morrison,R.H.Siemssen,B.Zeidman","1967","Physical Review 164,(4),1274 (1967)"
"C0120002","C0120.x4","C-13","D,N","CS","Cross section for 13C(d,n)14N","0.20211","2.3987","66"," ","C.R.Brune,R.W.Kavanagh","1992","Physical Review,Part C,Nuclear Physics 45,1382 (1992)"
"C0120004","C0120.x4","C-13","D,N","CS","S-factor Cross section for 13C(d,n)14N","0.175","2.077","70"," ","C.R.Brune,R.W.Kavanagh","1992","Physical Review,Part C,Nuclear Physics 45,1382 (1992)"
"C0989002","C0989.x4","C-13","D,P","DA","Partial differential cross section d/dA for 13C(d,p)14C","0.58924","2.982","179"," ","J.B.Marion,G.Weber","1956","Physical Review 103,167 (1956)"
"C0989003","C0989.x4","C-13","D,P","DA","Partial differential cross section d/dA for 13C(d,p)14C","0.64","2.84","235"," ","J.B.Marion,G.Weber","1956","Physical Review 103,167 (1956)"
"C0989004","C0989.x4","C-13","D,P","CS","Partial cross section for 13C(d,p)14C","0.64","2.84","12"," ","J.B.Marion,G.Weber","1956","Physical Review 103,167 (1956)"
"C1179003","C1179.x4","C-13","D,EL","DA","relative to Rutherford scattering Differential c/s with respect to angle for 13C(d,Elastic)13C","17.7","17.7","21"," ","R.J.Peterson,H.C.Bhang,J.J.Hamill,T.G.Masterson","1984","Nuclear Physics,Section A 425,469 (1984)"
"C1179005","C1179.x4","C-13","D,P","DA","Partial differential cross section d/dA for 13C(d,p)14C","17.7","17.7","236"," ","R.J.Peterson,H.C.Bhang,J.J.Hamill,T.G.Masterson","1984","Nuclear Physics,Section A 425,469 (1984)"
"C2135004","C2135.x4","C-13","D,N","DA","Relative data Differential c/s with respect to angle for 13C(d,n)14N","16.0","16.0","23"," ","M.Febbraro,F.D.Becchetti,R.O.Torres-Isea,A.M.Howard,A.Riggins,C.Lawrence,J.J.Kolata","2014","J,EPJ/CS66,03026 (2014)"
"C2272004","C2272.x4","C-13","D,N","DA","Partial differential cross section d/dA for 13C(d,n)14N","15.7","15.7","23"," ","M.Febbraro,F.D.Becchetti,R.O.Torres-Isea,J.Riggins,C.C.Lawrence,J.J.Kolata,A.M.Howard","2017","Physical Review,Part C,Nuclear Physics 96,024613 (2017)"
"D0366002","D0366.x4","C-13","D,P","DA","Partial differential cross section d/dA for 13C(d,p)14C","0.5","1.6500000000000001","108"," ","J.Colaux,T.Thome,G.Terwagne","2005","Int.Conf.on Ion Beam Analysis,Sevilla,2005  (2005)"
"D0428002","D0428.x4","C-13","D,P","DA","Partial differential cross section d/dA for 13C(d,p)14C","0.4944","1.6483","105"," ","J.L.Colaux,T.Thome,G.Terwagne","2007","Nucl. Instrum. Methods in Physics Res.,Sect.B 254,25 (2007)"
