subentry,X4file,target,reaction,measure,description,ENmin,ENmax,rows,uncertainties,authors,year,reference
"A1234008","A1234.x4","C-12","T,P","DA","Differential c/s with respect to angle for 12C(t,p)14C","23.0","23.0","140"," ","F.Ajzenberg-Selove,E.R.Flynn,O.Hansen","1978","Physical Review,Part C,Nuclear Physics 17,(4),1283 (1978)"
"C1194002","C1194.x4","C-12","T,P","DA","Partial differential cross section d/dA for 12C(t,p)14C","18.0","18.0","23"," ","H.T.Fortune,G.S.Stephans","1982","Physical Review,Part C,Nuclear Physics 25,1 (1982)"
"E2273002","E2273.x4","C-12","T,EL","DA","Differential c/s with respect to angle for 12C(t,Elastic)12C","1.298","3.285","114"," ","K.Etoh,T.Murata,N.Kawai,R.Chiba,S.Takayanagi","1969","Journal of the Physical Society of Japan 26,1335 (1969)"
"E2273003","E2273.x4","C-12","T,EL","DA","Differential c/s with respect to angle for 12C(t,Elastic)12C","0.61","3.36","207"," ","K.Etoh,T.Murata,N.Kawai,R.Chiba,S.Takayanagi","1969","Journal of the Physical Society of Japan 26,1335 (1969)"
"E2273004","E2273.x4","C-12","T,EL","DA","Differential c/s with respect to angle for 12C(t,Elastic)12C","0.59","2.92","161"," ","K.Etoh,T.Murata,N.Kawai,R.Chiba,S.Takayanagi","1969","Journal of the Physical Society of Japan 26,1335 (1969)"
"E2273005","E2273.x4","C-12","T,EL","DA","Differential c/s with respect to angle for 12C(t,Elastic)12C","0.6","3.1","105"," ","K.Etoh,T.Murata,N.Kawai,R.Chiba,S.Takayanagi","1969","Journal of the Physical Society of Japan 26,1335 (1969)"
"E2273006","E2273.x4","C-12","T,EL","DA","Differential c/s with respect to angle for 12C(t,Elastic)12C","1.4","3.402","39"," ","K.Etoh,T.Murata,N.Kawai,R.Chiba,S.Takayanagi","1969","Journal of the Physical Society of Japan 26,1335 (1969)"
"E2273007","E2273.x4","C-12","T,EL","DA","Differential c/s with respect to angle for 12C(t,Elastic)12C","1.115","2.927","115"," ","K.Etoh,T.Murata,N.Kawai,R.Chiba,S.Takayanagi","1969","Journal of the Physical Society of Japan 26,1335 (1969)"
"E2273008","E2273.x4","C-12","T,EL","DA","Differential c/s with respect to angle for 12C(t,Elastic)12C","1.11","1.11","16"," ","K.Etoh,T.Murata,N.Kawai,R.Chiba,S.Takayanagi","1969","Journal of the Physical Society of Japan 26,1335 (1969)"
"E2273009","E2273.x4","C-12","T,EL","DA","Differential c/s with respect to angle for 12C(t,Elastic)12C","1.601","1.601","9"," ","K.Etoh,T.Murata,N.Kawai,R.Chiba,S.Takayanagi","1969","Journal of the Physical Society of Japan 26,1335 (1969)"
"E2273010","E2273.x4","C-12","T,EL","DA","Differential c/s with respect to angle for 12C(t,Elastic)12C","1.843","1.843","9"," ","K.Etoh,T.Murata,N.Kawai,R.Chiba,S.Takayanagi","1969","Journal of the Physical Society of Japan 26,1335 (1969)"
"E2273011","E2273.x4","C-12","T,EL","DA","Differential c/s with respect to angle for 12C(t,Elastic)12C","1.95","1.95","15"," ","K.Etoh,T.Murata,N.Kawai,R.Chiba,S.Takayanagi","1969","Journal of the Physical Society of Japan 26,1335 (1969)"
