subentry,X4file,target,reaction,measure,description,ENmin,ENmax,rows,uncertainties,authors,year,reference
"A0244002","A0244.x4","Li-6","P,HE3","CS","Cross section for 6Li(p,He3)4He","0.05","14.0","146"," ","S.N.Abramovich,B.Ya.Guzhovskij,V.A.Zherebtsov,A.G.Zvenigorodskij","1984","Vop. At.Nauki i Tekhn.,Ser.Yadernye Konstanty ,(4/58),17 (1984); Report other than progress report: INDC(CCP)-246  (1985)"
"A0312002","A0312.x4","Li-6","P,HE3","DA","Relative data Differential c/s with respect to angle for 6Li(p,He3)4He","0.14","0.14","6"," ","M.I.Al-Jarallah,A.A.Naqvi,F.A.Abu-Jarad,Fazal-Ur-Rehman,S.M.A.Durrani,S.Kidwai","2001","J,RM34,331 (2001)"
"A0541002","A0541.x4","Li-6","P,EL","DA","Differential c/s with respect to angle for 6Li(p,Elastic)6Li","0.8","0.8","10"," ","M.Skill,R.Baumann,G.Keil,N.Kniest,E.Pfaff,M.Preiss,G.Reiter,G.Clausnitzer,M.Haller,W.Kretschmer","1995","Nuclear Physics,Section A 581,93 (1995)"
"A0541004","A0541.x4","Li-6","P,EL","DA","Differential c/s with respect to angle for 6Li(p,Elastic)6Li","0.7","0.7","10"," ","M.Skill,R.Baumann,G.Keil,N.Kniest,E.Pfaff,M.Preiss,G.Reiter,G.Clausnitzer,M.Haller,W.Kretschmer","1995","Nuclear Physics,Section A 581,93 (1995)"
"A0541006","A0541.x4","Li-6","P,EL","DA","Differential c/s with respect to angle for 6Li(p,Elastic)6Li","0.6","0.6","10"," ","M.Skill,R.Baumann,G.Keil,N.Kniest,E.Pfaff,M.Preiss,G.Reiter,G.Clausnitzer,M.Haller,W.Kretschmer","1995","Nuclear Physics,Section A 581,93 (1995)"
"A0541008","A0541.x4","Li-6","P,EL","DA","Differential c/s with respect to angle for 6Li(p,Elastic)6Li","0.5","0.5","10"," ","M.Skill,R.Baumann,G.Keil,N.Kniest,E.Pfaff,M.Preiss,G.Reiter,G.Clausnitzer,M.Haller,W.Kretschmer","1995","Nuclear Physics,Section A 581,93 (1995)"
"A0541010","A0541.x4","Li-6","P,EL","DA","Differential c/s with respect to angle for 6Li(p,Elastic)6Li","0.4","0.4","10"," ","M.Skill,R.Baumann,G.Keil,N.Kniest,E.Pfaff,M.Preiss,G.Reiter,G.Clausnitzer,M.Haller,W.Kretschmer","1995","Nuclear Physics,Section A 581,93 (1995)"
"A0541012","A0541.x4","Li-6","P,EL","DA","Differential c/s with respect to angle for 6Li(p,Elastic)6Li","0.9","0.9","10"," ","M.Skill,R.Baumann,G.Keil,N.Kniest,E.Pfaff,M.Preiss,G.Reiter,G.Clausnitzer,M.Haller,W.Kretschmer","1995","Nuclear Physics,Section A 581,93 (1995)"
"A0541014","A0541.x4","Li-6","P,EL","DA","Differential c/s with respect to angle for 6Li(p,Elastic)6Li","1.0","1.0","10"," ","M.Skill,R.Baumann,G.Keil,N.Kniest,E.Pfaff,M.Preiss,G.Reiter,G.Clausnitzer,M.Haller,W.Kretschmer","1995","Nuclear Physics,Section A 581,93 (1995)"
"A0541016","A0541.x4","Li-6","P,EL","DA","Differential c/s with respect to angle for 6Li(p,Elastic)6Li","1.1","1.1","10"," ","M.Skill,R.Baumann,G.Keil,N.Kniest,E.Pfaff,M.Preiss,G.Reiter,G.Clausnitzer,M.Haller,W.Kretschmer","1995","Nuclear Physics,Section A 581,93 (1995)"
"A0541018","A0541.x4","Li-6","P,EL","DA","Differential c/s with respect to angle for 6Li(p,Elastic)6Li","1.2","1.2","10"," ","M.Skill,R.Baumann,G.Keil,N.Kniest,E.Pfaff,M.Preiss,G.Reiter,G.Clausnitzer,M.Haller,W.Kretschmer","1995","Nuclear Physics,Section A 581,93 (1995)"
"A0541020","A0541.x4","Li-6","P,EL","DA","Differential c/s with respect to angle for 6Li(p,Elastic)6Li","1.3","1.3","10"," ","M.Skill,R.Baumann,G.Keil,N.Kniest,E.Pfaff,M.Preiss,G.Reiter,G.Clausnitzer,M.Haller,W.Kretschmer","1995","Nuclear Physics,Section A 581,93 (1995)"
"A0541022","A0541.x4","Li-6","P,EL","DA","Differential c/s with respect to angle for 6Li(p,Elastic)6Li","1.4","1.4","10"," ","M.Skill,R.Baumann,G.Keil,N.Kniest,E.Pfaff,M.Preiss,G.Reiter,G.Clausnitzer,M.Haller,W.Kretschmer","1995","Nuclear Physics,Section A 581,93 (1995)"
"A0541024","A0541.x4","Li-6","P,EL","DA","Differential c/s with respect to angle for 6Li(p,Elastic)6Li","1.5","1.5","10"," ","M.Skill,R.Baumann,G.Keil,N.Kniest,E.Pfaff,M.Preiss,G.Reiter,G.Clausnitzer,M.Haller,W.Kretschmer","1995","Nuclear Physics,Section A 581,93 (1995)"
"A0541026","A0541.x4","Li-6","P,EL","DA","Differential c/s with respect to angle for 6Li(p,Elastic)6Li","1.6","1.6","10"," ","M.Skill,R.Baumann,G.Keil,N.Kniest,E.Pfaff,M.Preiss,G.Reiter,G.Clausnitzer,M.Haller,W.Kretschmer","1995","Nuclear Physics,Section A 581,93 (1995)"
"A0541028","A0541.x4","Li-6","P,EL","DA","Differential c/s with respect to angle for 6Li(p,Elastic)6Li","1.7","1.7","10"," ","M.Skill,R.Baumann,G.Keil,N.Kniest,E.Pfaff,M.Preiss,G.Reiter,G.Clausnitzer,M.Haller,W.Kretschmer","1995","Nuclear Physics,Section A 581,93 (1995)"
"A0541030","A0541.x4","Li-6","P,EL","DA","Differential c/s with respect to angle for 6Li(p,Elastic)6Li","1.8","1.8","10"," ","M.Skill,R.Baumann,G.Keil,N.Kniest,E.Pfaff,M.Preiss,G.Reiter,G.Clausnitzer,M.Haller,W.Kretschmer","1995","Nuclear Physics,Section A 581,93 (1995)"
"A0541032","A0541.x4","Li-6","P,EL","DA","Differential c/s with respect to angle for 6Li(p,Elastic)6Li","1.9","1.9","10"," ","M.Skill,R.Baumann,G.Keil,N.Kniest,E.Pfaff,M.Preiss,G.Reiter,G.Clausnitzer,M.Haller,W.Kretschmer","1995","Nuclear Physics,Section A 581,93 (1995)"
"A0541034","A0541.x4","Li-6","P,EL","DA","Differential c/s with respect to angle for 6Li(p,Elastic)6Li","2.0","2.0","10"," ","M.Skill,R.Baumann,G.Keil,N.Kniest,E.Pfaff,M.Preiss,G.Reiter,G.Clausnitzer,M.Haller,W.Kretschmer","1995","Nuclear Physics,Section A 581,93 (1995)"
